x,y,z,label,family,region
0.132249556,0.325179164,0.300013538,Beja [bej],Afro-Asiatic,Africa
0.708916396,0.338289591,0.111319566,Tamazight [tzm],Afro-Asiatic,Africa
0.784655312,0.365806369,0.15987626,Riff [rif],Afro-Asiatic,Africa
0.694533973,0.309729238,0.134474755,Kabyle [kab],Afro-Asiatic,Africa
0.787509212,0.276647011,0.146347069,Tashelhiyt [shi],Afro-Asiatic,Africa
0.757214015,0.550907045,0.338867009,Kera [ker],Afro-Asiatic,Africa
0.848311131,0.329211409,0.380978618,Lele [lln],Afro-Asiatic,Africa
0.427933913,0.568563829,0.269032207,Oromo [hae],Afro-Asiatic,Africa
0.560694671,0.212281815,0.228034027,Somali [som],Afro-Asiatic,Africa
0.156389839,0.319196522,0.172931573,Amharic [amh],Afro-Asiatic,Africa
0.756145313,0.341354995,0.237405909,Arabic_Egyptian [arz],Afro-Asiatic,Africa
0.659325899,0.342377853,0.213914975,Arabic_Gulf [afb],Afro-Asiatic,Eurasia
0.599086734,0.294438408,0.179031999,Arabic [arb],Afro-Asiatic,Eurasia
0.70181872,0.317527817,0.171070754,Arabic_Moroccan [ary],Afro-Asiatic,Africa
0.694694345,0.323707738,0.21456544,Arabic_Syrian [apc],Afro-Asiatic,Eurasia
0.649150163,0.477806603,0.059854736,Hebrew [heb],Afro-Asiatic,Eurasia
0.547552019,0.448931591,0.210578974,Iraqw [irk],Afro-Asiatic,Africa
0.827829338,0.490050146,0.156532853,Hausa [hau],Afro-Asiatic,Africa
0.554891483,0.363804479,0.860181726,Ainu [ain],Ainu,Eurasia
0.508175908,0.039027444,0.765159614,Blackfoot [bla],Algic,North America
0.633046615,0.119713374,0.654425115,Cree_Plains [crk],Algic,North America
0.600729809,0.121985159,0.626593509,Montagnais [moe],Algic,North America
0.644558343,0,0.509414851,Ojibwe [ojg],Algic,North America
0.597940071,0.057930018,0.414732863,Passamaquoddy-Maliseet [pqm],Algic,North America
0.423655783,0.234489892,0.265768412,Yurok [yur],Algic,North America
0.263808255,0.580318521,0.417066739,Dagur [dta],Mongolic,Eurasia
0.200852878,0.660466723,0.397985428,Khalkha [khk],Mongolic,Eurasia
0.203219756,0.59876213,0.451879259,Mongolian [mon],Mongolic,Eurasia
0.085392128,0.496944689,0.470128047,Even [eve],Tungusic,Eurasia
0.087555315,0.523463539,0.407929457,Evenki [evn],Tungusic,Eurasia
0.142322312,0.541546068,0.472103367,Manchu [mnc],Tungusic,Eurasia
0.127448125,0.528012597,0.435149525,Udihe [ude],Tungusic,Eurasia
0.224695615,0.589688807,0.435052261,Azeri [azb],Turkic,Eurasia
0.231039394,0.583961172,0.444296234,Azerbaijani [azj],Turkic,Eurasia
0.265521926,0.5831056,0.440437026,Bashkir [bak],Turkic,Eurasia
0.188303416,0.571992828,0.45076288,Chuvash [chv],Turkic,Eurasia
0.26749029,0.557784324,0.443407664,Turkish_Crimean [crh],Turkic,Eurasia
0.223473643,0.590345175,0.446885613,Karachay-Balkar [krc],Turkic,Eurasia
0.211482732,0.589567453,0.434956534,Karakalpak [kaa],Turkic,Eurasia
0.173271287,0.538618821,0.445479265,Khakas [kjh],Turkic,Eurasia
0.289016845,0.577806304,0.418299723,Khalaj [klj],Turkic,Eurasia
0.142871942,0.583026174,0.44374224,Kirghiz [kir],Turkic,Eurasia
0.266418034,0.590984686,0.425706236,Tatar [tat],Turkic,Eurasia
0.145091203,0.514761884,0.368721576,Turkish [tur],Turkic,Eurasia
0.20254733,0.546891224,0.48249716,Turkmen [tuk],Turkic,Eurasia
0.198795541,0.543655161,0.471374377,Tuva [tyv],Turkic,Eurasia
0.214600033,0.546282578,0.472945231,Uighur [uig],Turkic,Eurasia
0.2513871,0.527671482,0.406233627,Uzbek [uzn],Turkic,Eurasia
0.181312855,0.535605333,0.453059482,Yakut [sah],Turkic,Eurasia
0.350679729,0.045754307,0.386862791,Paumarí [pad],Arawá,South America
0.457627441,0.309795231,0.518380565,Mapudungun [arn],Araucanian,South America
0.560716913,0.141834744,0.407281838,Apurinã [apu],Arawak,South America
0.76837306,0.234105206,0.536498092,Guajira [guc],Arawak,South America
0.50348473,0.459839718,0.920729164,Gooniyandi [gni],Bunuban,Australia
0.482828916,0.299216734,0.4309168,Gurr-goni [gge],Maningrida,Australia
0.605630507,0.16731907,0.619317428,Gaagudju [gbu],Gaagudju,Australia
0.407013997,0.716172279,0.250079314,Garawa [gbc],Wanyi-Garrwa,Australia
0.646607262,0.056135457,0.582355807,Bininj Gun-Wok [gup],Gunwinyku,Australia
0.670178036,0.284284413,0.324862471,Maung [mph],Iwaidjan,Australia
0.553567857,0.223789646,0.649906517,Limilngan [lmc],Darwin,Australia
0.431159046,0.196305198,0.267824433,Manggarayi [mpc],Gunwinyku,Australia
0.606364576,0.065685257,0.503768118,Mara [mec],Mara-Warndarang-Alawa,Australia
0.443371405,0.099837553,0.550274124,Warndarang [wnd],Mara-Warndarang-Alawa,Australia
0.470740227,0.183917852,0.517039168,Ngalakgan [nig],Gunwinyku,Australia
0.539346766,0.053701453,0.48629209,Nunggubuyu [nuy],Gunwinyku,Australia
0.273533126,0.651615119,0.309037738,Bandjalang [bdy],6,Australia
0.284526503,0.744688286,0.401954667,Dharumbal [bjy],6,Australia
0.299465057,0.910950726,0.303291562,Diyari [dif],6,Australia
0.416787723,0.796474232,0.310728985,Djapu [duj],6,Australia
0.348594951,0.759592548,0.265082219,Dyirbal [dbl],6,Australia
0.264943028,0.746750362,0.165588204,Bandjalang-Gidabal [bdy-3],6,Australia
0.22575043,0.356843288,0.483743716,Kalkatungu [ktg],6,Australia
0.37734928,0.678655783,0.265687767,Martuthunira [vma],6,Australia
0.25012337,0.380155474,0.370028304,Muruwari [zmu],6,Australia
0.251935442,0.429017065,0.425147888,Ngiyambaa [wyb],6,Australia
0.293582178,0.373254579,0.428182761,Nyangumarta [nna],6,Australia
0.318279581,0.758962135,0.330471404,Nyawaygi [nyt],6,Australia
0.257146029,0.416506713,0.767991658,Pitjantjatjara [pjt],6,Australia
0.39246442,0.697596665,0.607491748,Kuuk Thaayorre [thd],6,Australia
0.319289887,0.710091075,0.41006119,Uradhi [urf],6,Australia
0.237783653,0.308425802,0.449680661,Warlpiri [wbp],6,Australia
0.315053365,0.596816305,0.153001825,Warrnambool [xxx-31],6,Australia
0.24318564,0.675156788,0.682213485,Wirangu [wiw],6,Australia
0.261423392,0.225135265,0.353657297,Yanyuwa [jao],6,Australia
0.341734991,0.765077429,0.484767704,Yidiny [yii],6,Australia
0.309820143,0.637502328,0.441178122,Yir Yoront [yiy],6,Australia
0.297754184,0.77284623,0.285968459,Kayardild [gyd],Tangkic,Australia
0.186705787,0.331938724,0.324091077,Yukulta [gcd],Tangkic,Australia
0.682311865,0.264750422,0.464650241,Tiwi [tiw],Tiwi,Australia
0.368445894,0.392998037,0.33589126,Djingili [jig],Mirndi,Australia
0.372661267,0.166988079,0.303544913,Wambaya [wmb],Mirndi,Australia
0.869009248,0.390846475,0.58401828,Ughele [uge],1,Papuanesia
0.617273324,0.379038668,0.640338601,Ngarinyin [ung],Wororan,Australia
0.251393784,0.159927872,0.388264871,Wardaman [wrr],Yangman,Australia
0.850012125,0.7641049,0.207244248,Semelai [sza],5,Eurasia
0.798057588,0.791375086,0.494615854,Brao [brb],5,Eurasia
0.800212069,0.824196312,0.523840715,Chrau [crw],5,Eurasia
0.789937274,0.788666207,0.445953886,Cua [cua],5,Eurasia
0.757720177,0.801297064,0.490802509,Sapuan [spu],5,Eurasia
0.82853931,0.786701572,0.479890844,Sedang [sed],5,Eurasia
0.839593992,0.813098768,0.449266796,Sre [kpm],5,Eurasia
0.773289315,0.784564208,0.487781229,Stieng [sti],5,Eurasia
0.789575825,0.797692341,0.454330109,Katu [ktv],5,Eurasia
0.618862379,0.693626994,0.195159711,Khasi [kha],5,Eurasia
0.768263355,0.765459692,0.540454392,Khmer [khm],5,Eurasia
0.78147757,0.811095495,0.524051142,Mon [mnw],5,Eurasia
0.321336097,0.360197416,0.541954397,Ho [hoc],5,Eurasia
0.091945488,0.490799936,0.390887165,Kharia [khr],5,Eurasia
0.196149591,0.550288445,0.2418696,Korku [kfq],5,Eurasia
0.367524692,0.305532821,0.451932644,Mundari [unr],5,Eurasia
0.111913487,0.513271715,0.527435789,Remo [bfw],5,Eurasia
0.23282496,0.376543177,0.306091591,Santali [sat],5,Eurasia
0.183153885,0.389876051,0.414922919,Sora [srb],5,Eurasia
0.787198298,0.724115092,0.252677336,Car [caq],5,Eurasia
0.787228148,0.811394134,0.453362909,Khmu [kjg],5,Eurasia
0.733175529,0.842688783,0.548646392,Mlabri [mra],5,Eurasia
0.795324648,0.782437726,0.479100446,Palaung [plw],5,Eurasia
0.808211134,0.80949677,0.480848019,Vietnamese [vie],5,Eurasia
0.815157664,0.623001969,0.333466037,Malagasy [bhr],1,Africa
0.882099679,0.602339085,0.369760107,Tatana [txx],1,Papuanesia
0.749584783,0.728459953,0.591075139,Buru [mhs],1,Papuanesia
0.905947922,0.490199313,0.603240196,Kambera [xbr],1,Papuanesia
0.720361508,0.648959714,0.628418127,Lamaholot [slp],1,Papuanesia
0.807683039,0.453951834,0.700867401,Larike [alo],1,Papuanesia
0.909811862,0.418219761,0.646663709,Selaru [slu],1,Papuanesia
0.83851588,0.734989337,0.467102107,Manggarai [mqy],1,Papuanesia
0.784905728,0.708433038,0.487246129,Ngadha [nxg],1,Papuanesia
0.76628086,0.477947231,0.689669338,Nuaulu [nxl],1,Papuanesia
0.746122406,0.701152877,0.466348028,Palue [ple],1,Papuanesia
0.801936149,0.678576378,0.245870847,Sawu [hvn],1,Papuanesia
0.782630013,0.660236571,0.616106039,Tetun [tet],1,Papuanesia
0.837273336,0.614554344,0.645714839,Tugun [tzn],1,Papuanesia
0.897398971,0.479583149,0.310727242,Chamorro [cha],1,Papuanesia
0.751746997,0.594164011,0.485144594,Bikol [bcl],1,Papuanesia
0.764073761,0.602287582,0.344305998,Cebuano [ceb],1,Papuanesia
0.734769068,0.600694548,0.393475468,Hiligaynon [hil],1,Papuanesia
0.732951228,0.58862793,0.378347023,MaiBrat [ayz],West Papuan,Papuanesia
0.797314078,0.546453707,0.250691971,Tagalog [tgl],1,Papuanesia
0.775484945,0.620140193,0.317374383,Agta [agt],1,Papuanesia
0.746867278,0.570669981,0.402635322,Balangao [blw],1,Papuanesia
0.785868262,0.563886459,0.365623793,Bontok [bnc],1,Papuanesia
0.730931188,0.574563393,0.335783393,Ifugao_Batad [ifb],1,Papuanesia
0.739940648,0.58449292,0.333766553,Ilokano [ilo],1,Papuanesia
0.804008884,0.410518676,0.396863002,Kapampangan [pam],1,Papuanesia
0.725842918,0.555327748,0.362237909,Pangasinan [pag],1,Papuanesia
0.891111017,0.750251794,0.32631894,Drehu [dhv],1,Papuanesia
0.982892867,0.469627234,0.449711384,Fijian [fij],1,Papuanesia
0.71432321,0.763134799,0.312075177,Hawaiian [haw],1,Papuanesia
0.723272577,0.505319983,0.679052664,Kairiru [kxa],1,Papuanesia
0.865113117,0.487767738,0.577499413,Kilivila [kij],1,Papuanesia
0.906977549,0.464648933,0.411094739,Kiribati [gil],1,Papuanesia
0.670867863,0.784617699,0.286535909,Maori [mri],1,Papuanesia
0.86529495,0.606102289,0.499039703,Mokilese [mkj],1,Papuanesia
0.845594602,0.377418565,0.553877607,Mussau [emi],1,Papuanesia
0.748262745,0.55498649,0.611456486,Mwotlap [mlv],1,Papuanesia
0.918056728,0.558104124,0.528252421,Nakanai [nak],1,Papuanesia
0.861355419,0.763147581,0.293100898,Niue [niu],1,Papuanesia
0.803872348,0.363942325,0.640693634,Paamese [pma],1,Papuanesia
0.757059616,0.763102093,0.324609014,Rapa_Nui [rap],1,Papuanesia
0.835232655,0.419018066,0.562720539,Saa [apb],1,Papuanesia
0.781146445,0.89335219,0.542464117,Samoan [smo],1,Papuanesia
0.780352317,0.777578437,0.306832758,Tahitian [tah],1,Papuanesia
0.950459163,0.497075484,0.416846182,Teop [tio],1,Papuanesia
0.79918001,0.527479276,0.514482094,Tigak [tgc],1,Papuanesia
0.810678576,0.655800311,0.310443135,Tiri [cir],1,Papuanesia
0.547666283,0.550648262,0.739516572,Tobati [tti],1,Papuanesia
0.82794807,0.604046505,0.355405116,Kuanua [ksd],1,Papuanesia
0.872780782,0.79874304,0.494571984,Tongan [ton],1,Papuanesia
0.817638966,0.402343558,0.613353865,Toqabaqita [mlu],1,Papuanesia
0.744731956,0.624487762,0.260081835,Amis [ami],1,Papuanesia
0.865296486,0.599864083,0.251460882,Paiwan [pwn],1,Papuanesia
0.780801036,0.432248789,0.357276726,Palauan [pau],1,Papuanesia
0.814274345,0.60156432,0.469320546,Bajau_Semporna [ssb],1,Papuanesia
0.815967278,0.509747658,0.671162739,Ambai [amk],1,Papuanesia
0.792049271,0.455507431,0.624967107,Biak [bhw],1,Papuanesia
0.759748173,0.463255277,0.597972866,Irarutu [irh],1,Papuanesia
0.727570607,0.485090222,0.596777671,Mor [mhz],1,Papuanesia
0.863966417,0.610828411,0.612580032,Taba [mky],1,Papuanesia
0.799770398,0.615057543,0.400177046,Tboli [tbl],1,Papuanesia
0.77855604,0.630758203,0.326769676,Manobo_Western Bukidnon [mbb],1,Papuanesia
0.827226936,0.561748985,0.457339693,Bugis [bug],1,Papuanesia
0.856217053,0.413088498,0.506807425,Konjo [kjc],1,Papuanesia
0.901949266,0.416382952,0.487969023,Makassar [mak],1,Papuanesia
0.874541526,0.432792435,0.497793293,Muna [mnb-2],1,Papuanesia
0.846182439,0.291342118,0.536971307,Tolaki [lbw],1,Papuanesia
0.83982075,0.646705865,0.425816442,Tondano [tdn],1,Papuanesia
0.857866373,0.455672076,0.423866751,Tukang_Besi [khc],1,Papuanesia
0.92108285,0.480982172,0.556559375,Uma [ppk],1,Papuanesia
0.832436296,0.422288626,0.493358216,Wolio [wlo],1,Papuanesia
0.873227666,0.598169949,0.560882148,Acehnese [ace],1,Papuanesia
0.839886324,0.699296531,0.461173759,Balinese [ban],1,Papuanesia
0.860596548,0.524345169,0.399140426,Karo_Batak [btx],1,Papuanesia
0.832571265,0.538465677,0.44761185,Toba_Batak [bbc],1,Papuanesia
0.763121448,0.760172808,0.506422016,Cham_Eastern [cjm],1,Eurasia
0.791073255,0.77316566,0.522319644,Cham_Western [cja],1,Eurasia
0.760466288,0.532669667,0.431155305,Enggano [eno],1,Papuanesia
0.811256236,0.697996269,0.467901804,Iban [iba],1,Papuanesia
0.889563064,0.672124321,0.425306039,Indonesian [ind],1,Papuanesia
0.869730145,0.672771478,0.447146131,Javanese [jav],1,Papuanesia
0.863015049,0.666294165,0.472241999,Lampung [ljp],1,Papuanesia
0.831841113,0.653137563,0.435912825,Madurese [mad],1,Papuanesia
0.715656874,0.739137143,0.431733054,Manadonese [xmm],1,Papuanesia
0.858854385,0.675629938,0.459896006,Minangkabau [min],1,Papuanesia
0.93585089,0.612961208,0.318314284,Nias [nia],1,Papuanesia
0.82157134,0.698973781,0.460383958,Sundanese [sun],1,Papuanesia
0.827464868,0.812553285,0.553238311,Urak_Lawoi [urk],1,Eurasia
0.780019079,0.640522727,0.215326631,Rukai [dru],1,Papuanesia
0.862536953,0.501673063,0.405755995,Yap [yap],1,Papuanesia
0.191463094,0.30758307,0.490320688,Aymara [ayr],Aymaran,South America
0.106538988,0.364577696,0.511179341,Jaqaru [jqr],Aymaran,South America
0.170202778,0.445357327,0.43401414,Awa Pit [kwi],Barbacoan,South America
0.148078319,0.309243452,0.38208408,Basque [eus],Basque,Eurasia
0.403541597,0.65300061,0.820657242,Imonda [imn],Trans New Guinea,Papuanesia
0.233971341,0.598358742,0.709026168,Edolo [etr],Trans New Guinea,Papuanesia
0.311938673,0.548885001,0.481865943,Yelmek [jel],Bulaka,Papuanesia
0.125594222,0.272474061,0.403777889,Burushaski [bsk],Burushaski,Eurasia
0.590315428,0.137169728,0.776500034,Wichita [wic],Caddoan,North America
0.421169895,0.18597548,0.575801238,Jebero [jeb],Cahuapanan,South America
0.273163733,0.1536961,0.54424286,Carib [car],Cariban,South America
0.500810887,0.103704436,0.425450054,Hixkaryana [hix],Cariban,South America
0.210848601,0.220378578,0.370777657,Macushi [mbc],Cariban,South America
0.946989727,0.32338824,0.446426271,Cayuvava [cyb],Cayuvava,South America
1,0.404382357,0.434511502,Wari' [pav],Chapacura,South America
0.255161631,0.510050939,0.953888437,Ika [arh],Chibchan,South America
0.097754611,0.292999135,0.72869197,Pech [pay],Chibchan,North America
0.359271086,0.600292623,0.679594011,Rama [rma],Chibchan,North America
0.365253902,0.431265769,0.775442284,Chitimacha [ctm],Totozoquean-Chitimacha,North America
0.357943453,0.796038308,0.795809177,Embera_Baudo [bdc],Chocoan,South America
0.368789387,0.267783089,0.637334749,Cholon [cht],Cholon,South America
0.241628296,0.365390225,0.323497841,Chukchi [ckt],Chukotko-Kamchatkan,Eurasia
0.740653487,0.245360352,0.571239609,Chumash [boi],Chumash,North America
0.500715319,0.459212368,0.646035102,Daga [dgz],Trans New Guinea,Papuanesia
0.154031401,0.589526563,0.339065112,Kolami [kfb],Dravidian,Eurasia
0.299489,0.56030314,0.399819604,Brahui [brh],Dravidian,Eurasia
0.164079339,0.614808764,0.3714686,Malto [kmj],Dravidian,Eurasia
0.170075083,0.591311603,0.382639047,Gondi [gno],Dravidian,Eurasia
0.145497803,0.59070394,0.338531174,Koya [kff],Dravidian,Eurasia
0.155153488,0.624318065,0.340236607,Kui [kxu],Dravidian,Eurasia
0.159941257,0.619265391,0.39198838,Kuvi [kxv],Dravidian,Eurasia
0.151130663,0.553956212,0.359136983,Telugu [tel],Dravidian,Eurasia
0.108416457,0.489670132,0.342229099,Kannada [kan],Dravidian,Eurasia
0.155616405,0.542762389,0.385040601,Kodagu [kfa],Dravidian,Eurasia
0.148556109,0.633668534,0.303555634,Malayalam [mal],Dravidian,Eurasia
0.110927366,0.531175326,0.377023777,Tamil [tam],Dravidian,Eurasia
0.168667162,0.559663063,0.38474281,Tulu [tcy],Dravidian,Eurasia
0.74362458,0.46253024,0.63796462,Meyah [mej],East Bird's Head,Papuanesia
0.217881331,0.343014048,0.534326241,Aleut [ale],Eskimo-Aleut,North America
0.230849734,0.277922152,0.590184632,Greenlandic [kal],Eskimo-Aleut,North America
0.177679043,0.314292619,0.560211925,Yup'ik_Central Alaskan [esu],Eskimo-Aleut,North America
0.409912029,0.187635081,0.528223012,Yuracaré [yuz],Yurakare,South America
0.689035664,0.376146802,0.464281603,Abipon [axb],Guaicuruan,South America
0.783161826,0.285783123,0.11588,Kadiwéu [kbc],Guaicuruan,South America
0.510463532,0.697864272,0.673974585,Haida [hdn],Haida,North America
0.756635382,0.788355185,0.449481202,Green_Hmong [hnj],Hmong-Mien,Eurasia
0.303772654,0.244116985,0.912834502,Chimariko [cid],Chimariko,North America
0.371047434,0.181522172,0.520736485,Achumawi [acv],Palaihnihan,North America
0.131667431,0.669634196,0.40939784,Pomo_Southeastern [pom],Pomoan,North America
0.500602483,0.171480859,0.775852236,Shasta [sht],Shasta,North America
0.302750698,0.342998861,0.948444672,Cocopa [coc],Yuman,North America
0.180012116,0.394700545,0.655861076,Walapai [yuf],Yuman,North America
0.350388628,0.235942536,0.885295485,Maricopa [mrc],Yuman,North America
0.14867208,0.409223188,0.992526453,Mohave [mov],Yuman,North America
0.360615036,0.445986271,0.921466306,Jamul Tiipay [dih-2],Yuman,North America
0.518380178,0.3862087,0.192752062,Albanian Tosk [als],3,Eurasia
0.292722923,0.548505735,0.248084005,Armenian [hye],3,Eurasia
0.365793394,0.459424721,0.057719938,Latvian [lav],3,Eurasia
0.357093642,0.438711966,0.17815182,Lithuanian [lit],3,Eurasia
0.688974494,0.403685504,0.215871604,Breton [bre],3,Eurasia
0.633238425,0.486621393,0.363075445,Cornish [cor],3,Eurasia
0.58816159,0.448427212,0.102035446,Scots Gaelic [gla],3,Eurasia
0.643997236,0.435428203,0.148065814,Irish [gle],3,Eurasia
0.669637708,0.473456192,0.165907481,Welsh [cym],3,Eurasia
0.558271431,0.714169841,0.151509109,Afrikaans [afr],3,Africa
0.475842227,0.654165639,0.135016768,Danish [dan],3,Eurasia
0.474065236,0.49004439,0.043477051,Dutch [nld],3,Eurasia
0.486876187,0.558000739,0.095840726,English [eng],3,Eurasia
0.415209314,0.567397697,0.152547183,Faroese [fao],3,Eurasia
0.457336037,0.597063162,0.110215377,Frisian [frs],3,Eurasia
0.39876592,0.564744001,0.03727716,German [deu],3,Eurasia
0.401079159,0.556222219,0.080490081,Icelandic [isl],3,Eurasia
0.445063046,0.664312763,0.120888698,Norwegian [nob],3,Eurasia
0.471289501,0.590999119,0.118148393,Swedish [swe],3,Eurasia
0.416063346,0.415980288,0.029894856,Greek [ell],3,Eurasia
0.159329898,0.610764996,0.304393554,Assamese [asm],3,Eurasia
0.17853673,0.56002054,0.264073243,Bengali [ben],3,Eurasia
0.169905929,0.450578022,0.260675962,Bhojpuri [bho],3,Eurasia
0.231864019,0.560213852,0.370706268,Dumaki [dmk],3,Eurasia
0.207139639,0.523493013,0.19879909,Gujarati [guj],3,Eurasia
0.221665706,0.513878864,0.183055416,Hindi [hin],3,Eurasia
0.197836712,0.402274661,0.218264971,Kashmiri [kas],3,Eurasia
0.159653387,0.558462217,0.283755797,Kumauni [kfy],3,Eurasia
0.204898414,0.554498956,0.283218436,Maithili [mai],3,Eurasia
0.159827294,0.544661071,0.294060381,Marathi [mar],3,Eurasia
0.108643859,0.583641721,0.270850156,Nepali [nep],3,Eurasia
0.195170955,0.565682353,0.309236484,Oriya [ori],3,Eurasia
0.207746184,0.545558736,0.208005756,Punjabi [pan],3,Eurasia
0.204668434,0.543949296,0.386718075,Shina [scl],3,Eurasia
0.193402969,0.650364739,0.291360301,Sinhalese [sin],3,Eurasia
0.144424329,0.560392087,0.309628322,Torwali [trw],3,Eurasia
0.276187036,0.533956315,0.151933102,Urdu [urd],3,Eurasia
0.233029701,0.442334099,0.347524669,Ossetian [oss],3,Eurasia
0.279612592,0.415697575,0.164673929,Pashto [pst],3,Eurasia
0.470623169,0.409396419,0.189210392,Farsi [pes],3,Eurasia
0.351123435,0.629329907,0.199798894,Tajik [tgk],3,Eurasia
0.188790129,0.460504132,0.448798911,Talysh [tly],3,Eurasia
0.227709344,0.540592334,0.338903944,Wakhi [wbl],3,Eurasia
0.487406737,0.520949787,0.163422974,Catalan [cat],3,Eurasia
0.538795585,0.529531159,0.059664442,French [fra],3,Eurasia
0.567061371,0.507729846,0.113453958,Italian [ita],3,Eurasia
0.526390041,0.54106511,0.166346158,Portuguese [por],3,Eurasia
0.470753412,0.5160927,0.101522419,Romanian [ron],3,Eurasia
0.511783136,0.530274666,0.19115464,Romansh [roh],3,Eurasia
0.48104353,0.530057082,0.218588578,Sardinian [sro],3,Eurasia
0.533733991,0.421325972,0,Spanish [spa],3,Eurasia
0.364028035,0.511620872,0.130594663,Belarussian [bel],3,Eurasia
0.463587405,0.517736898,0.068463383,Bulgarian [bul],3,Eurasia
0.354890064,0.515066192,0.149379984,Czech [ces],3,Eurasia
0.407661371,0.543144626,0.192962096,Macedonian [mkd],3,Eurasia
0.395118126,0.51274267,0.102280909,Polish [pol],3,Eurasia
0.421995858,0.514596586,0.095559123,Russian [rus],3,Eurasia
0.393094791,0.544281707,0.179194162,Serbian [srp],3,Eurasia
0.389606729,0.530306838,0.188779195,Slovene [slv],3,Eurasia
0.360487372,0.526981879,0.209501774,Sorbian [dsb],3,Eurasia
0.390611586,0.534528191,0.142328661,Ukrainian [ukr],3,Eurasia
0.686049992,0.095224453,0.576979344,Oneida [one],Iroquoian,North America
0.627138689,0.137348415,0.708228734,Tuscarora [tus],Iroquoian,North America
0.395424697,0.216644886,0.75554039,Cherokee [chr],Iroquoian,North America
0.233214369,0.795867255,0.379207078,Japanese [jpn],Japonic,Eurasia
0.235639125,0.509427267,0.42469947,Jivaro [jiv],Jivaroan,South America
0.292529528,0.159973867,0.722566388,Karok [kyh],Karok,North America
0.235118918,0.313987008,0.236256862,Georgian [kat],Kartvelian,Eurasia
0.590900309,0.30646705,0.830871768,Laguna [kjq],Keresan,North America
0.318895164,0.383836406,0.089684413,Nama [naq],Khoe,Africa
0.309062315,0.296958594,0.193076066,Korana [kqz],Khoe,Africa
0.368637613,0.319697447,0.325117711,||Gana [gnk],Khoe,Africa
0.838157869,0.786598574,0.677642835,Ju|'hoan [ktz],Kx'aa,Africa
0.41228814,0.306107894,0.724623588,Sandawe [sad],Khoe,Africa
0.393518481,0.234715453,0.82352498,Kiowa [kio],Kiowa-Tanoan,North America
0.559455929,0.724559084,0.773221614,Kimaama [kig],Kolopom,Papuanesia
0.270826162,0.732608701,0.353933489,Korean [kor],Korean,Eurasia
0.816103379,0.309043786,0.313682747,Kuot [kto],Kuot,Papuanesia
0.388532381,0.733084397,0.885461382,Kusunda [kgg],Kusunda,Eurasia
0.685868073,0.189627711,0.327545725,Kutenai [kut],Kutenai,North America
0.374212963,0.278274774,0.762369282,Kwaza [xwa],Kwaza,South America
0.696909244,0.383249323,0.228997606,Laal [gdm],Laal,Africa
0.389352149,0.851043005,0.523595756,Doutai [tds],Lakes Plains,Papuanesia
0.760671129,0.53044805,0.70691633,Warembori [wsa],1,Papuanesia
0.367831073,0.092903511,0.507236087,Yimas [yee],Lower Sepik-Ramu,Papuanesia
0.619525797,0.71678439,0.798555154,Canela-Krahô [ram],Macro-Je,South America
0.444384798,0.202318046,0.686974841,Marind [mrz],Marind,Papuanesia
0.708705317,0.255809891,0.576368849,Wichí [mzh],Matacoan,South America
0.911160341,0.260123659,0.55414419,Jacaltec [jac],Mayan,North America
0.908925842,0.283713758,0.2810428,Mam [mvc],Mayan,North America
0.783345368,0.211698742,0.462740852,Tzotzil [tzc],Mayan,North America
0.902179633,0.256831082,0.294277437,Tz'utujil [tzj],Mayan,North America
0.140687517,0.286578739,0.390094379,Kanum [kcd],South New Guinea,Papuanesia
0.513258325,0.603622335,0.854735951,Pirahã [myp],Mura,South America
0.284962804,0.322869422,0.835996371,Alabama [akz],Muskogean,North America
0.266582435,0.3624757,0.894361137,Koasati [cku],Muskogean,North America
0.528595742,0.251048481,0.8532056,Chiricahua [apm],Dene-Yeniseic,North America
0.561343287,0.109237255,0.759470224,Navajo [nav],Dene-Yeniseic,North America
0.582951922,0.415192117,0.868524018,Slave [xsl],Dene-Yeniseic,North America
0.500554996,0.345365515,0.755551964,Tanacross [tcb],Dene-Yeniseic,North America
0.247170832,0.269257639,0.781331014,Tlingit [tli],Dene-Yeniseic,North America
0.260619955,0.668343084,0.423523558,Nahali [nlx],Nahali,Eurasia
0.149120893,0.508310619,0.402263584,Hunzib [huz],Nakh-Daghestanian,Eurasia
0.097665043,0.678253163,0.438518536,Lezgian [lez],Nakh-Daghestanian,Eurasia
0.073229733,0.662258096,0.386426677,Ingush [inh],Nakh-Daghestanian,Eurasia
0.418530696,0.19603255,0.856402595,Mamainde [wmd],Nambikwara,South America
0.773847985,0.760567905,0.476651447,Sango [sag],Adamawa-Ubangi,Africa
0.719500897,0.284696007,0.43839905,Bembe [bmb],4,Africa
0.802664404,0.289467086,0.424509041,ChiNyanja [nya],4,Africa
0.741629231,0.311274195,0.413534733,Holoholo [hoo],4,Africa
0.7669572,0.308809397,0.429717621,Kamba [kam],4,Africa
0.757600666,0.294405356,0.390490626,Gikuyu [kik],4,Africa
0.838962285,0.295740244,0.412058657,Kiluba [lub],4,Africa
0.776401353,0.276675124,0.371335481,KinyaRwanda [kin],4,Africa
0.837339669,0.377903959,0.414216918,Kongo [kng],4,Africa
0.757491094,0.316629335,0.39293874,Kwangari [kwn],4,Africa
0.752966276,0.324803234,0.369966436,Lamba [lam],4,Africa
